Analysis.Region,Object.Id,XMin,XMax,YMin,YMax,DAPI..DAPI..Positive.Classification,DAPI..DAPI..Positive.Nucleus.Classification,DAPI..DAPI..Nucleus.Intensity,DAPI..DAPI..Cell.Intensity,M1..Opal.480..Positive.Classification,M1..Opal.480..Positive.Nucleus.Classification,M1..Opal.480..Nucleus.Intensity,M1..Opal.480..Cell.Intensity,M2..Opal.520..Positive.Classification,M2..Opal.520..Positive.Cytoplasm.Classification,M2..Opal.520..Cytoplasm.Intensity,M2..Opal.520..Cell.Intensity,M3..Opal.570..Positive.Classification,M3..Opal.570..Positive.Nucleus.Classification,M3..Opal.570..Nucleus.Intensity,M3..Opal.570..Cell.Intensity,M4..Opal.620..Positive.Classification,M4..Opal.620..Positive.Cytoplasm.Classification,M4..Opal.620..Cytoplasm.Intensity,M4..Opal.620....Cytoplasm.Completeness,M4..Opal.620..Cell.Intensity,M5..Opal.650..Positive.Classification,M5..Opal.650..Positive.Cytoplasm.Classification,M5..Opal.650..Cytoplasm.Intensity,M5..Opal.650..Cell.Intensity,M6..Opal.690..Positive.Classification,M6..Opal.690..Positive.Cytoplasm.Classification,M6..Opal.690..Cytoplasm.Intensity,M6..Opal.690..Cell.Intensity,M7..Opal.780..Positive.Classification,M7..Opal.780..Positive.Cytoplasm.Classification,M7..Opal.780..Cytoplasm.Intensity,M7..Opal.780....Cytoplasm.Completeness,M7..Opal.780..Cell.Intensity,Cell.Area..µm..
Tumour,16,12817,12831,23632,23647,1,1,16.431816,14.158626,0,0,0,0,0,0,0.640596,0.611913,0,0,0.219305,0.213925,0,0,0,0,0,0,0,2.523765,3.567565,0,0,2.16131,3.328592,0,0,0.386629,5.263158,0.390777,41.812485
Tumour,22,12771,12780,23639,23652,1,1,15.423096,13.169993,0,0,0,0.002711,0,0,0.490012,0.488893,0,0,0.208895,0.204489,0,0,0.050362,0,0.012423,0,0,1.768438,1.662125,0,0,1.082154,0.998161,0,0,0.242724,0,0.241955,24.286293
Tumour,49,12872,12882,23688,23700,1,1,8.838852,7.830219,0,0,0.011565,0.012016,0,0,0.521309,0.508376,0,0,0.180277,0.180525,0,0,0,0,0.00975,0,0,2.081809,1.793257,0,0,1.613041,0.981787,0,0,0.225885,0,0.233743,23.034422
Tumour,53,12945,12954,23690,23699,1,1,37.20752,30.742542,0,0,0,0,0,0,0.628288,0.651259,0,0,0.469505,0.427539,0,0,0,0,0.000344,0,0,2.403533,2.16201,0,0,2.099471,1.722005,0,0,0.299184,0,0.294117,22.032925
Tumour,57,12595,12604,23698,23710,1,1,11.734873,9.943928,0,0,1.2e-05,9e-06,0,0,0.440029,0.478785,0,0,0.258081,0.263247,0,0,0.002597,0,0.000746,0,0,2.639368,2.842551,0,0,1.704732,2.091975,0,0,0.394425,28,0.363872,21.78255
Tumour,58,13134,13154,23698,23707,1,1,37.79611,30.748293,0,0,0,0,0,0,0.628432,0.690143,0,0,0.32627,0.32321,0,0,0.011736,0,0.006614,0,0,2.374815,4.290007,0,0,2.164164,4.031038,0,0,0.379949,2.173913,0.407142,42.313232
Tumour,63,13185,13200,23702,23712,1,1,10.501209,8.650157,0,0,0.000676,0.000596,0,0,0.526915,0.556445,0,0,0.202134,0.200717,0,0,0.002973,0,0.001406,0,0,1.156001,1.588151,0,0,0.402481,1.016082,0,0,0.291684,0,0.343832,35.803505
Tumour,64,13158,13169,23704,23718,1,1,7.064437,6.60486,0,0,0,0,0,0,0.501765,0.51472,0,0,0.211555,0.21857,0,0,0.052933,0,0.021998,0,0,1.109004,1.014612,0,0,0.169944,0.199122,0,0,0.275571,0,0.265354,29.293776
Tumour,67,12913,12930,23707,23717,1,1,33.640343,27.979267,0,0,0.011257,0.016627,0,0,0.512951,0.623846,0,0,0.251937,0.235042,0,0,0.017755,0,0.003934,0,0,1.475547,1.888198,0,0,0.88328,1.151282,0,0,0.262087,0,0.298887,41.812485
Tumour,78,12685,12703,23718,23734,1,1,18.927595,17.228373,0,0,0.016812,0.016517,0,0,0.613324,0.671006,0,0,0.508835,0.493372,0,0,0.16585,0,0.086744,0,0,4.169881,4.706663,0,0,3.309168,3.903134,0,0,0.337732,8,0.316992,57.335682
Tumour,89,13022,13037,23729,23739,1,1,19.298578,16.654257,0,0,0.003182,0.002412,0,0,0.553662,0.592331,0,0,0.491551,0.453726,0,0,0.089163,0,0.037202,0,0,2.508092,2.894229,0,0,1.35131,1.780054,0,0,0.397782,16.129032,0.442503,32.04789
Tumour,124,12001,12011,23267,23283,1,1,16.716621,14.283121,0,0,0,0,0,0,0.464273,0.514331,0,0,0.28567,0.270726,0,0,0,0,0,0,0,1.96194,2.191122,0,0,0.831096,0.906957,0,0,0.400605,8.571429,0.444268,33.550137
Tumour,130,12012,12032,23282,23296,1,1,21.266157,19.198545,0,0,0,0,0,0,0.667045,0.609747,0,0,0.293118,0.290946,0,0,0.135644,0,0.047329,0,0,1.982541,1.842059,0,0,0.89206,0.758524,0,0,0.421752,20,0.381378,53.580067
Tumour,135,11791,11813,23298,23315,1,1,22.713785,20.716915,0,0,0.000122,0.000107,0,0,0.509884,0.51284,0,0,0.333875,0.333011,0,0,0.340547,5.882353,0.156384,0,0,2.191734,1.907494,0,0,0.954912,0.835303,0,0,0.296988,0,0.256082,66.34915
Tumour,137,11780,11801,23305,23323,1,1,18.753107,17.613132,0,0,0.00099,0.001106,0,0,0.455126,0.483628,0,0,0.485027,0.475743,0,0,1.003512,7.407407,0.689035,0,0,2.38368,2.466084,0,0,1.205771,1.084336,0,0,0.283217,0,0.271767,62.343163
Tumour,143,12176,12197,23316,23329,1,1,14.144574,12.87856,0,0,0.009981,0.010261,0,0,0.826767,0.736278,0,0,0.387604,0.403156,0,0,0.009203,0,0.012274,0,0,3.056726,2.889813,0,0,2.026554,1.644645,0,0,0.343519,0,0.342407,54.08082
Tumour,148,12024,12035,23322,23333,1,1,20.526964,18.492847,0,0,0,0,0,0,0.583021,0.633471,0,0,0.347543,0.328242,0,0,0,0,0.002871,0,0,2.558698,2.163209,0,0,1.204913,0.863638,0,0,0.377478,15.789473,0.361471,21.78255
Tumour,178,12006,12021,23361,23375,1,1,34.65006,31.522434,1,1,0.207084,0.176152,0,0,0.991106,1.18214,0,0,0.973245,0.891564,0,0,0.000967,0,0.000182,0,0,5.216604,7.544672,0,0,4.40323,6.872465,0,0,0.364455,3.333333,0.381909,39.80949
Tumour,182,12324,12331,23363,23375,1,1,35.60848,30.237543,0,0,0,0.001094,0,0,0.760293,0.733915,0,0,0.482433,0.496076,0,0,0.00184,0,0.000438,0,0,4.985887,4.193635,0,0,3.442256,2.666314,0,0,0.319268,0,0.342041,21.03143
Tumour,186,12235,12258,23371,23390,1,1,20.358232,18.451681,0,0,0.000103,0.001601,0,0,0.589356,0.591753,0,0,0.464849,0.460612,0,0,0.685827,12.280702,0.434422,0,0,3.286538,3.15173,0,0,2.103931,2.184866,0,0,0.315147,0,0.314339,84.626465
Tumour,187,12058,12071,23373,23390,1,1,14.045339,12.681525,0,0,0.001138,0.0034,0,0,0.474288,0.533007,0,0,0.298294,0.298406,0,0,0.130831,0,0.030952,0,0,2.385861,2.951136,0,0,1.297295,1.96142,0,0,0.347913,0,0.348159,40.810986
Tumour,190,12186,12206,23374,23392,1,1,21.77157,19.922987,0,0,0.000442,0.00076,0,0,0.583987,0.593239,0,0,0.379549,0.383282,0,0,0.048253,0,0.00902,0,0,3.920989,4.945914,0,0,2.976392,3.885696,0,0,0.400474,10.869565,0.366513,74.36112
Tumour,217,12294,12313,23401,23415,1,1,11.41941,9.814345,0,0,0.000111,0.000841,0,0,0.45515,0.525589,0,0,0.380966,0.377498,0,0,0.013466,0,0.006508,0,0,3.381429,3.742931,0,0,2.02019,2.395894,0,0,0.314883,0,0.342361,54.331192
Tumour,218,11848,11860,23403,23415,1,1,26.583944,24.76782,0,0,0.002142,0.001804,0,0,0.594002,0.565218,0,0,0.298683,0.298415,0,0,0.007752,0,0.011361,0,0,2.39619,2.427454,0,0,0.877254,0.870795,0,0,0.396859,17.647058,0.38592,27.04041
Tumour,220,11819,11832,23403,23415,1,1,27.21726,23.281572,0,0,0,0,0,0,0.492386,0.605106,0,0,0.316327,0.303722,0,0,0,0,0,0,0,1.906544,2.35061,0,0,0.352796,0.723757,0,0,0.395684,0,0.369373,31.797518
Tumour,233,12043,12062,23413,23429,1,1,14.741412,13.141135,0,0,0,0.001284,0,0,0.488828,0.496952,0,0,0.300309,0.30951,0,0,0.067401,0,0.011615,0,0,3.089538,3.975011,0,0,1.601112,2.750329,0,0,0.366797,13.793103,0.326286,44.566597
Tumour,258,12328,12343,23436,23453,1,1,27.215332,24.69069,0,0,0,0.000756,0,0,0.495975,0.515866,0,0,0.589747,0.535826,0,0,0.014078,0,0.00544,0,0,2.323471,2.517352,0,0,1.057639,1.213232,0,0,0.305386,0,0.306422,52.328197
Tumour,274,12372,12383,23449,23461,1,1,36.88496,31.259836,0,0,0,0,0,0,0.428852,0.478655,0,0,0.397446,0.386631,0,0,0.142172,0,0.08386,0,0,2.381856,2.395726,0,0,1.198317,1.144,0,0,0.431294,6.896552,0.391923,29.54415
Tumour,276,12264,12281,23452,23467,1,1,18.741606,17.099216,0,0,0.000533,0.000436,0,0,0.953052,0.891848,0,0,0.520072,0.517054,0,0,0.491621,7.142858,0.33767,0,0,4.209415,4.603405,0,0,2.798461,3.028532,0,0,0.310468,7.142858,0.299806,57.83643
Tumour,279,11979,11993,23454,23468,1,1,35.288994,30.756758,1,1,0.084235,0.084727,0,0,0.934953,0.973746,0,0,2.154601,2.061889,1,1,12.738462,89.74359,14.479458,1,1,8.885201,10.868246,1,1,17.22079,20.64877,1,1,0.516844,48.71795,0.564785,40.810986
Tumour,294,11837,11851,23461,23475,1,1,28.739046,26.500753,0,0,0.002254,0.00183,0,0,0.528756,0.603189,0,0,0.382183,0.37471,0,0,0.019791,0,0.017026,0,0,2.132556,2.403526,0,0,0.773924,1.036533,0,0,0.334578,7.142858,0.382906,37.305748
Tumour,295,12095,12111,23461,23474,1,1,25.867447,23.19223,0,0,0,0,0,0,0.541077,0.557615,0,0,0.247599,0.247552,0,0,0,0,0.000132,0,0,2.120043,1.832923,0,0,1.045227,0.768009,0,0,0.399197,0,0.386671,47.07034
Tumour,308,12082,12101,23473,23488,1,1,28.991611,26.409243,0,0,0,0,0,0,0.542118,0.53464,0,0,0.335653,0.331507,0,0,0.002064,0,0.002104,0,0,2.317259,2.279304,0,0,1.38574,1.311269,0,0,0.406983,16.32653,0.378424,65.59803
Tumour,316,12103,12123,23478,23494,1,1,20.370214,19.02556,0,0,8.4e-05,7.1e-05,0,0,0.54452,0.53758,0,0,0.290138,0.285835,0,0,0,0,0.003017,0,0,3.247703,2.588912,0,0,2.311051,1.524292,0,0,0.395125,10.810811,0.368045,62.84391
Tumour,332,12301,12310,23485,23499,1,1,24.144001,22.978098,0,0,0.003279,0.004309,0,0,0.509237,0.603164,0,0,0.482179,0.476409,0,0,0.391256,0,0.477834,0,0,2.941246,3.08049,0,0,1.673032,1.915627,0,0,0.355653,0,0.366248,29.293776
Tumour,336,12005,12024,23487,23501,1,1,27.989054,25.547024,0,0,0.000145,0.000387,0,0,0.446802,0.510933,0,0,0.489977,0.49664,0,0,1.624323,35,1.019743,0,0,3.569867,3.183844,0,0,2.728241,2.225111,0,0,0.317712,0,0.321379,55.082314
Tumour,379,12007,12015,23516,23525,1,1,34.09356,32.82836,0,0,0.001266,0.001149,0,0,0.469565,0.56268,0,0,0.358326,0.349556,0,0,0,0,0,0,0,2.247622,1.638182,0,0,1.912416,1.112749,0,0,0.310852,0,0.309269,13.520205
Tumour,409,11988,12008,23534,23551,1,1,49.290154,44.802006,0,0,0,0,0,0,0.623539,0.702921,0,0,0.431084,0.428094,0,0,0.019108,0,0.007002,0,0,2.632112,2.379839,0,0,2.328016,1.922418,0,0,0.408023,10.256411,0.376313,59.0883
Tumour,410,12317,12340,23534,23551,1,1,20.16,18.13414,1,1,0.226738,0.184791,0,0,0.424426,0.437926,0,0,0.776467,0.692002,0,0,0,0,0.000551,0,0,2.997338,4.666114,0,0,2.587626,4.607846,0,0,0.220562,1.851852,0.239793,72.608505
Tumour,411,12269,12279,23535,23547,1,1,37.87416,31.934584,0,0,0,0,0,0,0.663817,0.753285,0,0,0.451686,0.440433,0,0,0.03232,0,0.011294,0,0,3.36568,3.539901,0,0,2.869679,3.065877,0,0,0.338873,0,0.335124,27.541157
Tumour,416,11892,11907,23538,23552,1,1,27.979342,25.121956,0,0,0.025355,0.020918,0,0,0.521678,0.675314,0,0,1.156911,1.061505,1,1,2.086144,55.555557,4.917737,0,0,3.516243,5.289506,0,0,2.391165,4.218263,0,0,0.367686,14.814815,0.511724,35.55313
Tumour,421,11937,11950,23540,23561,1,1,27.69355,23.381817,0,0,0.028868,0.032835,0,0,0.575195,0.611934,0,0,0.888049,0.823867,1,1,3.070014,59.183674,4.27611,0,0,2.922386,4.262716,0,0,1.988567,3.166272,0,0,0.145381,0,0.188343,51.82745
Tumour,429,12240,12260,23544,23558,1,1,15.022876,13.994111,0,0,0.000746,0.001332,0,0,0.533345,0.563255,0,0,0.344204,0.351557,0,0,0.027317,0,0.007829,0,0,3.069738,3.443748,0,0,2.587288,3.145662,0,0,0.344947,6.818182,0.336994,56.584557
Tumour,458,12466,12477,23571,23584,1,1,32.1161,29.795124,1,1,0.379702,0.398276,0,0,0.520287,0.519512,0,0,0.823416,0.80113,0,0,0.04645,0,0.020882,0,0,3.930401,4.227802,0,0,3.556981,3.983598,1,1,0.636809,57.14286,0.53105,31.046394
Tumour,462,12007,12018,23575,23586,1,1,42.336754,36.616215,1,1,0.335217,0.350293,0,0,0.495282,0.559445,0,0,2.674976,2.52944,1,1,16.653889,100,19.835243,1,1,11.292126,14.201972,1,1,9.938535,12.578166,0,0,0.473035,40,0.484961,26.289286
Tumour,507,12454,12461,23612,23619,1,1,18.152714,16.318426,0,0,0.00117,0.008825,0,0,0.621959,0.60644,0,0,0.432735,0.458022,0,0,0.0328,0,0.011662,0,0,5.654603,5.738038,0,0,5.550749,5.511946,1,1,0.543367,43.75,0.58075,11.266837
Tumour,522,12532,12539,23625,23636,1,1,41.797398,36.80672,0,0,0,0,0,0,0.834533,0.828963,0,0,0.374794,0.37047,0,0,0,0,0,0,0,2.737603,2.802457,0,0,2.858804,3.011811,0,0,0.415903,0,0.369476,16.524694
Tumour,524,12507,12518,23625,23636,1,1,35.660492,30.515495,0,0,0,0.000601,0,0,0.685758,0.738479,0,0,0.33523,0.321373,0,0,0,0,0,0,0,2.373966,2.051995,0,0,1.785131,2.214661,0,0,0.354367,0,0.36511,22.784048
Tumour,526,12231,12240,23629,23636,1,1,24.276587,21.084808,0,0,0.003288,0.003092,0,0,0.611646,0.625352,0,0,0.697794,0.637711,0,0,0.026839,0,0.035114,0,0,4.187995,4.329737,0,0,4.214839,4.546281,0,0,0.383213,0,0.363143,15.773571
Tumour,546,12290,12303,23641,23661,1,1,18.252512,16.36755,0,0,0,0,0,0,0.523081,0.553261,0,0,0.358388,0.360576,0,0,0.000328,0,0.000712,0,0,2.650006,3.153071,0,0,2.017182,2.635393,0,0,0.344733,0,0.384894,57.83643
Tumour,550,12363,12377,23643,23657,1,1,20.941198,19.106,0,0,0,0,1,1,3.185487,3.949064,0,0,0.752136,0.722805,0,0,0,0,0,1,1,11.082041,11.997815,1,1,25.773499,31.446726,1,1,0.633059,64.86486,0.725869,42.313232
Tumour,563,12384,12397,23649,23665,1,1,49.48562,42.91438,0,0,0.002947,0.014332,0,0,0.603355,0.610233,0,0,0.419139,0.411923,0,0,0,0,0.000145,0,0,3.693672,3.280541,0,0,3.439536,3.106039,1,1,0.535272,43.589745,0.535136,42.313232
Tumour,564,12543,12551,23651,23662,1,1,25.058037,22.941793,0,0,0.032391,0.029033,0,0,0.573587,0.54525,0,0,0.364071,0.348738,0,0,0,0,0,0,0,4.563754,3.952166,0,0,4.31932,3.910494,1,1,0.546228,57.14286,0.496909,20.280306
Tumour,577,12515,12530,23668,23678,1,1,29.238703,26.447868,1,1,0.775557,0.653088,0,0,0.443793,0.39714,0,0,1.609482,1.416973,0,0,0,0,0.000809,0,0,3.704456,4.800679,0,0,2.972599,4.518211,0,0,0.410516,20,0.48822,30.79602
Tumour,592,12483,12499,23682,23697,1,1,29.024576,26.794268,1,1,0.099473,0.088821,0,0,0.516639,0.568253,0,0,0.950173,0.884093,0,0,0.244263,0,0.490566,0,0,5.148342,6.781762,0,0,4.068954,6.101023,0,0,0.351036,0,0.375919,49.824455
Tumour,605,12369,12385,23699,23712,1,1,26.365385,24.72683,1,1,0.264677,0.22726,0,0,0.423364,0.428314,0,0,0.817319,0.765352,0,0,0.081137,0,0.028938,0,0,4.829387,4.92628,0,0,4.13137,4.348467,0,0,0.360335,0,0.342346,41.311733
Tumour,607,12563,12579,23704,23717,1,1,14.223608,12.452583,0,0,0.007557,0.009478,0,0,0.358852,0.432365,0,0,0.88978,0.889576,1,1,3.817791,79.31035,3.541136,0,0,5.163777,6.322335,0,0,3.690124,5.146061,0,0,0.394175,20.689655,0.40012,39.559116
Tumour,608,12543,12555,23704,23721,1,1,29.957027,26.499853,0,0,0.028059,0.02283,0,0,0.419992,0.498608,0,0,0.705797,0.707642,0,0,2.424316,48.57143,1.302446,0,0,5.686135,6.124249,0,0,4.389453,4.896286,0,0,0.355437,8.571429,0.33113,44.816975
Tumour,621,12466,12476,23728,23738,1,1,8.714562,7.74197,0,0,0.001308,0.000895,0,0,0.524427,0.478076,0,0,0.383222,0.376784,0,0,0.014784,0,0.033511,0,0,3.03487,3.188956,0,0,2.658157,2.77458,0,0,0.394594,16.666668,0.369506,19.028435
Tumour,671,11316,11336,23029,23043,1,1,26.058575,23.127216,0,0,0.009662,0.008284,0,0,0.93934,0.922857,0,0,0.615135,0.642354,0,0,0.639005,6.521739,0.337021,0,0,6.096985,4.673162,0,0,5.275737,3.830379,0,0,0.269307,0,0.251226,57.085308
Tumour,712,11397,11414,23062,23072,1,1,34.11119,30.438345,0,0,0,0,0,0,0.663808,0.685252,0,0,0.255823,0.274558,0,0,0.006279,0,0.002188,0,0,2.038754,1.949798,0,0,1.145787,1.247679,0,0,0.315167,0,0.297602,38.807995
Tumour,746,11357,11361,23086,23098,1,1,24.49841,22.458693,0,0,0,0,0,0,0.55228,0.621157,0,0,0.527968,0.494623,0,0,0.019335,0,0.010464,0,0,2.025082,1.761741,0,0,1.631493,1.240645,0,0,0.363542,0,0.368556,15.523197
Tumour,753,11360,11381,23099,23108,1,1,23.37885,20.900238,0,0,0,0,0,0,0.573409,0.611776,0,0,0.250587,0.248471,0,0,0.047533,0,0.022959,0,0,1.352347,1.16571,0,0,0.67565,0.442003,0,0,0.320137,0,0.341794,46.068844
Tumour,762,11059,11073,23105,23116,1,1,16.384563,15.375599,0,0,0.005739,0.006399,0,0,0.68155,0.804586,0,0,0.532631,0.496534,0,0,0.025996,0,0.011674,0,0,2.372603,2.858811,0,0,2.388806,2.827387,0,0,0.328599,0,0.337166,31.296768
Tumour,771,11554,11576,23112,23130,1,1,15.804026,14.042584,0,0,0.000273,0.000222,0,0,1.578049,1.164431,0,0,0.530316,0.557529,0,0,1.35302,25.490198,0.75021,0,0,3.860875,3.130633,0,0,3.06813,2.41283,0,0,0.379626,3.921569,0.375684,69.103264
Tumour,798,11672,11689,23133,23146,1,1,24.494665,20.918148,0,0,0,0.000165,0,0,0.450726,0.54271,0,0,0.278212,0.269909,0,0,0.16524,2.439024,0.063397,0,0,1.805438,1.669298,0,0,0.439102,0.334299,0,0,0.249894,0,0.265208,43.314728
Tumour,827,11291,11302,23158,23166,1,1,37.530094,32.767044,0,0,0,0.000625,0,0,1.134251,1.025281,0,0,0.459228,0.477929,0,0,0.694295,9.523809,0.212477,0,0,4.093404,3.234574,0,0,3.08957,2.424014,0,0,0.398916,0,0.412644,23.53517
Tumour,828,11304,11314,23158,23166,1,1,37.075127,33.433716,0,0,0,0,0,0,0.858399,0.933422,0,0,0.350398,0.348525,0,0,0.030293,0,0.009657,0,0,2.467588,2.484914,0,0,1.519285,1.671387,0,0,0.421238,5,0.417891,20.029932
Tumour,834,11350,11362,23165,23179,1,1,21.432974,20.052002,0,0,0.003756,0.004356,0,0,0.643683,0.964602,0,0,0.635923,0.624351,0,0,1.277679,33.333336,1.063772,0,0,2.651923,3.367754,0,0,1.974928,4.069122,0,0,0.416491,28.57143,0.446512,32.799015
Tumour,851,11592,11604,23175,23188,1,1,44.18953,37.58598,0,0,0.002878,0.009751,0,0,0.612688,0.781421,0,0,1.336414,1.353938,1,1,11.438061,100,8.840055,1,1,8.159027,8.522501,1,1,7.818441,8.118604,0,0,0.358505,30.555555,0.431497,35.05238
Tumour,887,11651,11659,23224,23234,1,1,21.791279,19.591246,0,0,0,0.001049,0,0,0.485181,0.513795,0,0,0.295568,0.285753,0,0,0.029027,0,0.00729,0,0,2.047174,2.114962,0,0,0.509206,0.704997,0,0,0.392757,0,0.398778,17.275816
Tumour,923,11484,11493,23287,23296,1,1,29.947138,25.451628,0,0,0.001898,0.002482,0,0,0.572587,0.611824,0,0,0.404037,0.384937,0,0,0.020811,0,0.023708,0,0,2.273729,2.383224,0,0,1.123824,0.907601,0,0,0.45249,14.285715,0.449949,19.779558
Tumour,959,11567,11576,23325,23332,1,1,16.274046,14.497639,0,0,0,0.000101,0,0,1.728148,1.739895,0,0,2.040642,1.972299,1,1,6.842308,85.71429,8.238085,0,0,4.292643,4.342761,1,1,21.677874,23.874874,1,1,0.681612,78.57143,0.761499,14.271327
Tumour,962,11512,11535,23327,23358,1,1,22.438679,20.998535,0,0,0.000505,0.00047,0,0,0.470914,0.456004,0,0,0.251431,0.252771,0,0,0.022235,0,0.005783,0,0,1.518192,1.935686,0,0,0.602476,1.009541,0,0,0.331691,0,0.291861,139.4584
Tumour,969,11708,11732,23339,23358,1,1,11.585826,10.36695,0,0,0.001374,0.003281,0,0,0.462129,0.488703,0,0,0.281193,0.281806,0,0,0.211329,1.587302,0.03995,0,0,3.308277,3.757037,0,0,2.019803,2.396085,0,0,0.309235,0,0.310418,99.39854
Tumour,974,11587,11597,23349,23357,1,1,10.36347,9.243191,0,0,0,0,0,0,0.473666,0.447574,0,0,0.227158,0.22239,0,0,0,0,0,0,0,1.658364,1.767773,0,0,0.434582,0.349288,0,0,0.344819,0,0.4016,17.025442
Tumour,983,11575,11592,23364,23385,1,1,23.827492,22.133816,1,1,0.069854,0.058588,0,0,0.495284,0.502586,0,0,0.288337,0.285289,0,0,0.002333,0,0.011216,0,0,2.440354,3.410383,0,0,1.162051,1.912678,0,0,0.336277,2.5,0.329624,62.09279
Tumour,989,11669,11684,23369,23384,1,1,36.916454,33.112904,0,0,0.004414,0.003509,0,0,0.502626,0.544487,0,0,0.425683,0.416072,0,0,0.34201,2.325581,0.213205,0,0,2.579905,3.011386,0,0,1.230186,1.465734,0,0,0.335143,9.302325,0.329378,49.57408
Tumour,990,11560,11573,23371,23379,1,1,29.485289,25.866175,1,1,0.313507,0.274293,0,0,0.490141,0.561002,0,0,1.020105,0.909711,0,0,0.054394,0,0.05559,0,0,4.514767,6.421634,0,0,2.676537,4.956096,0,0,0.362141,7.692308,0.361047,17.52619
Tumour,991,11705,11721,23372,23383,1,1,9.788185,8.906534,0,0,0.000666,0.00056,0,0,0.445515,0.443418,0,0,0.283528,0.29783,0,0,0,0,0,0,0,2.745255,3.668722,0,0,1.257604,1.974227,0,0,0.388147,4.166667,0.360295,37.55612
Tumour,1005,11448,11464,23388,23406,1,1,63.047863,56.385002,0,0,0.023135,0.024921,0,0,0.539481,0.620091,0,0,0.533571,0.504039,0,0,0.040565,0,0.009756,0,0,2.941821,3.74419,0,0,1.730378,2.472118,0,0,0.407582,17.391304,0.435304,55.082314
Tumour,1019,11490,11505,23406,23423,1,1,22.151924,20.195887,0,0,0,0,0,0,0.384547,0.394998,0,0,0.224303,0.217732,0,0,0,0,0.002578,0,0,1.734488,1.978456,0,0,0.509389,0.845845,0,0,0.255293,0,0.225576,56.08381
Tumour,1029,11436,11448,23415,23430,1,1,44.261154,40.23956,1,1,0.073609,0.063782,0,0,0.753192,0.735115,0,0,0.480025,0.490048,0,0,1.893454,40,1.060751,0,0,3.844563,4.069463,0,0,3.041312,3.332597,0,0,0.452294,30.000002,0.424647,39.05837
Tumour,1034,11472,11482,23424,23430,1,1,22.60141,20.0879,1,1,0.180607,0.14192,0,0,0.351815,0.358846,0,0,0.569738,0.511685,0,0,0.038863,0,0.105435,0,0,3.397817,4.413438,0,0,2.563816,3.154856,0,0,0.213512,0,0.217686,16.27432
Tumour,1048,11767,11787,23444,23459,1,1,28.421856,25.500168,1,1,0.144617,0.118309,0,0,0.491091,0.487421,0,0,0.793761,0.701972,0,0,0,0,0.006034,0,0,3.894651,5.017661,0,0,2.519388,3.650356,0,0,0.324666,0,0.308149,60.84092
Tumour,1075,11503,11514,23479,23487,1,1,51.468426,46.47219,0,0,0.000969,0.000798,0,0,1.303126,1.034421,0,0,1.037423,0.987788,0,0,2.056164,46.153847,3.495657,0,0,3.417411,3.299468,0,0,3.666884,6.126012,0,0,0.407897,15.384616,0.460785,18.527687
Tumour,1076,11740,11746,23479,23488,1,1,22.679747,19.389244,0,0,0,0.003728,0,0,0.53934,0.531429,0,0,0.277641,0.266782,0,0,0.013438,0,0.006842,0,0,1.879558,1.759284,0,0,0.425774,0.446688,0,0,0.296377,0,0.299573,12.268333
Tumour,1079,11638,11652,23485,23497,1,1,50.43913,44.46279,0,0,0,0,0,0,0.524432,0.640785,0,0,0.425199,0.407721,0,0,0.001911,0,0.004853,0,0,2.551789,3.028579,0,0,1.543988,2.081792,1,1,0.554949,70.588234,0.512389,36.304253
Tumour,1090,11624,11632,23506,23513,1,1,58.894405,51.870247,0,0,0,0.00297,0,0,0.754414,0.719218,0,0,0.597785,0.563244,0,0,0,0,0,0,0,3.412091,3.571152,0,0,2.660432,3.013786,1,1,0.662076,90,0.670546,16.023945
Tumour,1106,14247,14261,24176,24189,1,1,29.212116,24.268528,0,0,0.005855,0.004382,0,0,0.495282,0.564348,0,0,0.369601,0.373203,0,0,0.050141,0,0.039294,0,0,2.154569,3.040378,0,0,1.076977,1.904964,0,0,0.324484,16.216215,0.336893,36.805
Tumour,1123,14369,14381,24220,24231,1,1,19.02738,16.327911,0,0,0,0,0,0,0.583156,0.574281,0,0,0.261306,0.266707,0,0,0.026893,0,0.007699,0,0,1.716691,1.686111,0,0,0.531818,0.527354,0,0,0.312575,0,0.297513,26.289286
Tumour,1142,14227,14238,24253,24263,1,1,22.529913,19.006834,1,1,0.08426,0.077605,0,0,0.507075,0.618569,0,0,0.29919,0.287216,0,0,0.001139,0,0.014728,0,0,1.999566,2.163558,0,0,1.495443,1.868324,0,0,0.282573,0,0.343594,22.032925
Tumour,1196,14256,14272,24344,24360,1,1,30.764194,27.010546,0,0,0.001148,0.000922,0,0,0.477308,0.508609,0,0,0.324474,0.309733,0,0,0,0,0.000247,0,0,1.523231,1.567118,0,0,0.630974,0.719032,0,0,0.30968,0,0.286667,53.329693
Tumour,1200,14302,14313,24348,24359,1,1,9.845592,8.629615,0,0,0,0,0,0,0.421361,0.433136,0,0,0.25165,0.248418,0,0,0.039421,0,0.016665,0,0,2.212497,2.167942,0,0,1.326135,1.419203,0,0,0.272848,0,0.268595,26.53966
Tumour,1208,14466,14482,24358,24375,1,1,34.013424,30.264902,1,1,0.148792,0.128058,0,0,0.63128,0.72438,0,0,0.385719,0.380984,0,0,0.072231,0,0.091705,0,0,2.862317,2.230154,0,0,2.264563,1.899567,0,0,0.329005,0,0.292104,61.59204
