Analysis.Region,Object.Id,XMin,XMax,YMin,YMax,DAPI..DAPI..Positive.Classification,DAPI..DAPI..Positive.Nucleus.Classification,DAPI..DAPI..Nucleus.Intensity,DAPI..DAPI..Cell.Intensity,M1..Opal.480..Positive.Classification,M1..Opal.480..Positive.Nucleus.Classification,M1..Opal.480..Nucleus.Intensity,M1..Opal.480..Cell.Intensity,M2..Opal.520..Positive.Classification,M2..Opal.520..Positive.Cytoplasm.Classification,M2..Opal.520..Cytoplasm.Intensity,M2..Opal.520..Cell.Intensity,M3..Opal.570..Positive.Classification,M3..Opal.570..Positive.Nucleus.Classification,M3..Opal.570..Nucleus.Intensity,M3..Opal.570..Cell.Intensity,M4..Opal.620..Positive.Classification,M4..Opal.620..Positive.Cytoplasm.Classification,M4..Opal.620..Cytoplasm.Intensity,M4..Opal.620....Cytoplasm.Completeness,M4..Opal.620..Cell.Intensity,M5..Opal.650..Positive.Classification,M5..Opal.650..Positive.Cytoplasm.Classification,M5..Opal.650..Cytoplasm.Intensity,M5..Opal.650..Cell.Intensity,M6..Opal.690..Positive.Classification,M6..Opal.690..Positive.Cytoplasm.Classification,M6..Opal.690..Cytoplasm.Intensity,M6..Opal.690..Cell.Intensity,M7..Opal.780..Positive.Classification,M7..Opal.780..Positive.Cytoplasm.Classification,M7..Opal.780..Cytoplasm.Intensity,M7..Opal.780....Cytoplasm.Completeness,M7..Opal.780..Cell.Intensity,Cell.Area..µm..
Stroma,19110,36737,36750,35772,35793,1,1,8.268509,7.692751,0,0,0.000236,0.000212,0,0,0.407224,0.445488,0,0,0.124907,0.13647,0,0,0.013035,0,0.001525,0,0,2.416408,2.126305,0,0,1.471242,1.171859,0,0,0.218884,0,0.224543,53.580067
Stroma,19113,36903,36924,35785,35801,1,1,32.456974,30.75328,0,0,0.015268,0.013677,0,0,0.706046,0.99869,0,0,0.391861,0.372539,0,0,0.108244,0,0.509261,0,0,2.386379,3.020742,0,0,1.450422,1.888539,0,0,0.229163,0,0.184735,63.595036
Stroma,19123,36896,36914,35798,35811,1,1,21.86395,19.688124,0,0,0.000505,0.001319,0,0,0.575369,0.578745,0,0,0.374212,0.364614,0,0,0.97037,22.857143,0.681788,0,0,2.511697,2.111764,0,0,1.364322,1.076394,0,0,0.256971,0,0.217311,47.320713
Stroma,19127,37379,37396,35803,35818,1,1,25.870573,22.741371,0,0,0.010955,0.016193,0,0,1.749305,1.993327,0,0,1.882464,1.876463,1,1,13.989114,93.181816,12.151217,0,0,6.392811,5.715895,1,1,23.4456,24.00462,1,1,0.526026,38.636364,0.53913,53.580067
Stroma,19128,36877,36896,35814,35827,1,1,31.157475,27.805954,0,0,0,0,0,0,1.750688,1.143582,0,0,0.489262,0.499795,0,0,0.715865,5.555556,0.387377,0,0,3.548326,3.11293,0,0,2.994224,2.312077,0,0,0.270848,0,0.22066,50.575577
Stroma,19158,37364,37377,35840,35859,1,1,11.156096,9.831943,0,0,0.00081,0.00194,0,0,0.983443,0.985355,0,0,0.509212,0.5129,0,0,2.017272,31.707317,1.16809,0,0,3.009614,2.937954,0,0,2.423182,2.384285,0,0,0.197105,0,0.204862,55.082314
Stroma,19168,37314,37327,35852,35863,1,1,12.12298,10.080483,0,0,0,0,0,0,0.407032,0.479045,0,0,0.312858,0.291378,0,0,0.012138,0,0.044583,0,0,1.370081,1.510598,0,0,0.346246,0.563644,0,0,0.193334,7.692308,0.262149,30.295273
Stroma,19175,37311,37325,35864,35875,1,1,13.313817,11.380754,0,0,0.000552,0.000697,0,0,0.50316,0.559232,0,0,0.40615,0.37761,0,0,0.055297,0,0.129009,0,0,1.569275,2.013423,0,0,0.608498,0.921437,0,0,0.173333,0,0.203649,35.55313
Stroma,19187,36819,36835,35882,35897,1,1,18.285938,16.623367,0,0,0,0,0,0,0.599882,0.613224,0,0,0.218304,0.207836,0,0,0.012556,0,0.014522,0,0,1.63274,1.65215,0,0,0.593817,0.621016,0,0,0.236698,0,0.23472,46.319218
Stroma,19193,36664,36686,35892,35908,1,1,21.52617,18.720533,0,0,0.001588,0.003695,0,0,0.628995,0.61899,0,0,0.225204,0.221096,0,0,0.328273,3.846154,0.15675,0,0,1.943083,2.612547,0,0,0.705318,1.236692,0,0,0.233071,0,0.189843,72.85888
Stroma,19208,36945,36958,35933,35947,1,1,16.70412,13.813442,0,0,0.049293,0.055361,0,0,0.80376,0.631829,0,0,1.175401,1.134047,1,1,12.468472,100,16.312708,0,0,6.07226,7.648793,1,1,8.256675,9.947556,0,0,0.223446,2.702703,0.259592,37.055374
Stroma,19211,36790,36809,35939,35951,1,1,24.684786,22.938229,0,0,0.006833,0.006232,0,0,1.186019,1.231055,0,0,0.467456,0.477849,0,0,0.312043,6.666667,0.29898,0,0,2.60028,2.441062,0,0,3.564719,2.960089,0,0,0.301512,4.444445,0.288768,53.07932
Stroma,19214,36682,36699,35942,35957,1,1,24.825329,22.22966,0,0,0.006621,0.005042,0,0,0.545772,0.562375,0,0,0.165091,0.1747,0,0,0.008527,0,0.022012,0,0,2.196429,2.428744,0,0,0.925647,1.250708,0,0,0.206295,0,0.194639,49.323708
Stroma,19255,36920,36931,36015,36030,1,1,16.11902,15.457397,0,0,0.001443,0.001292,0,0,0.536991,0.653247,0,0,0.430492,0.4065,0,0,0.054105,0,0.06274,0,0,1.535627,1.818384,0,0,0.234119,0.434538,0,0,0.189062,0,0.208263,32.04789
Stroma,19266,36839,36851,36031,36042,1,1,16.203012,13.386358,0,0,0,0.000295,0,0,0.496161,0.541162,0,0,0.130991,0.131653,0,0,0,0,0.000362,0,0,1.661456,1.819018,0,0,0.480449,0.609882,0,0,0.2365,0,0.217551,25.788538
Stroma,19267,36890,36902,36031,36042,1,1,11.008228,8.917743,0,0,0.000268,0.000192,0,0,1.312446,1.532978,0,0,0.476124,0.455664,0,0,0.622181,3.333333,0.679039,0,0,3.331449,3.633598,0,0,1.748932,1.867614,0,0,0.241295,0,0.221601,26.53966
Stroma,19279,37030,37049,36060,36080,1,1,12.830461,11.323997,0,0,0.005771,0.005655,0,0,0.541361,0.542419,0,0,0.313705,0.308616,0,0,0.533044,7.843138,0.641437,0,0,1.980827,2.04778,0,0,0.964192,1.027397,0,0,0.259423,3.921569,0.220708,73.860374
Stroma,19323,37098,37109,36298,36306,1,1,20.687113,17.789103,0,0,0.006079,0.005156,0,0,0.577127,0.704085,0,0,0.347816,0.327419,0,0,0.087477,0,0.047645,0,0,2.581338,2.900281,0,0,1.588119,1.955386,0,0,0.256824,0,0.209271,23.284796
Stroma,19342,34993,35003,35580,35587,1,1,13.473043,11.134735,0,0,0.004498,0.010501,0,0,0.459927,0.478177,0,0,0.225073,0.207136,0,0,0,0,0,0,0,1.509897,1.602584,0,0,0.534378,0.604458,0,0,0.195449,0,0.209113,17.275816
Stroma,19344,34996,35012,35595,35608,1,1,11.725513,10.560525,0,0,0.003422,0.003679,0,0,0.482212,0.48952,0,0,0.195696,0.195482,0,0,0.003813,0,0.025307,0,0,1.317774,1.390465,0,0,0.2816,0.431539,0,0,0.217947,6.060606,0.191339,38.557617
Stroma,19353,35055,35067,35652,35665,1,1,32.726883,28.015339,0,0,0.018661,0.013708,0,0,0.436453,0.460356,0,0,0.392809,0.34735,0,0,0,0,0.004535,0,0,1.169746,1.361117,0,0,0.096716,0.332729,0,0,0.159601,0,0.174847,28.292278
Stroma,19362,35215,35229,35664,35673,1,1,34.41898,27.928068,0,0,0.005957,0.007133,0,0,0.849774,0.931024,0,0,0.560265,0.525239,0,0,2.545357,35.48387,2.85237,0,0,2.438871,2.755852,0,0,1.808966,2.000987,0,0,0.325431,9.677419,0.395701,27.541157
Stroma,19378,35638,35648,35908,35918,1,1,17.64331,13.36658,0,0,0.004661,0.005299,0,0,0.483698,0.592108,0,0,0.149811,0.130438,0,0,0,0,0,0,0,1.000834,1.346591,0,0,0.101439,0.279968,0,0,0.159658,0,0.266655,22.784048
Stroma,19380,35554,35569,35932,35950,1,1,5.206482,4.428875,1,1,0.803755,0.644974,0,0,0.464418,0.448004,0,0,0.036525,0.046362,0,0,0.021929,0,0.008527,0,0,1.000907,0.531623,0,0,0.154461,0.134276,0,0,0.068051,0,0.080623,56.08381
Tumour,7,9334,9341,832,840,1,1,12.993914,11.548391,0,0,0,0,1,1,2.103716,2.270058,0,0,0.866081,0.83754,0,0,0.040847,0,0.020411,0,0,4.816772,5.559136,1,1,9.945709,12.498487,0,0,0.791196,0,0.80119,10.515715
Tumour,18,9297,9312,887,902,1,1,13.527082,11.908818,0,0,0,0,0,0,0.493981,0.549026,0,0,0.245191,0.245847,0,0,0.001286,0,0.000465,0,0,1.436363,1.404482,0,0,0.182954,0.095128,0,0,0.510199,3.571429,0.655383,41.812485
Tumour,24,9366,9384,902,921,1,1,18.687735,16.487558,0,0,0.006553,0.005513,0,0,0.517399,0.573035,0,0,0.213382,0.213513,0,0,0.027172,0,0.005388,0,0,2.696177,3.709406,0,0,1.193183,2.196487,0,0,0.63204,0,0.597754,72.608505
Tumour,33,9386,9405,915,932,1,1,7.096763,6.328893,0,0,0.003998,0.003172,0,0,0.527975,0.536599,0,0,0.324002,0.313444,0,0,0.003761,0,0.007316,0,0,2.916515,3.27805,0,0,1.36189,1.533451,0,0,0.695555,0,0.665005,60.590546
Tumour,42,9354,9365,922,930,1,1,8.002108,7.424183,0,0,0,0.00231,0,0,0.590681,0.604095,0,0,0.231442,0.227161,0,0,0.001701,0,0.00044,0,0,2.551364,2.964333,0,0,1.043756,1.397502,0,0,0.733973,0,0.725849,21.281803
Tumour,50,9985,10000,929,943,1,1,13.541762,11.574439,0,0,0.006189,0.007311,0,0,0.599868,0.576877,0,0,0.31637,0.313542,0,0,0.090673,0,0.025288,0,0,2.027406,1.772466,0,0,0.501731,0.232407,0,0,0.781652,0,0.753912,46.819965
Tumour,64,9382,9398,940,961,1,1,20.19535,17.903505,0,0,0,0.00065,0,0,0.618536,0.58834,0,0,0.247177,0.253472,0,0,0.033284,0,0.00599,0,0,2.778142,3.48931,0,0,1.176077,1.951314,0,0,0.753722,0,0.659463,67.35065
Tumour,73,9975,9990,948,969,1,1,18.59057,15.750195,0,0,0,0,0,0,0.554149,0.612729,0,0,0.303521,0.297508,0,0,0,0,0,0,0,1.758944,1.88355,0,0,0.050485,0.406472,0,0,0.753154,0,0.695636,58.837925
Tumour,95,13316,13333,1544,1559,1,1,29.444145,26.034002,1,1,0.053583,0.048237,0,0,0.793261,0.760317,0,0,0.506348,0.500959,0,0,0,0,0,0,0,3.465308,3.098345,0,0,2.849,2.539159,1,1,1.532995,93.181816,1.357114,51.577076
Tumour,115,13539,13560,1591,1607,1,1,9.75191,8.527576,0,0,0.002011,0.001595,0,0,0.608704,0.646524,0,0,0.350327,0.340711,0,0,0.039391,0,0.015502,0,0,2.212977,2.534526,0,0,0.644544,0.801457,0,0,0.929392,5.660378,0.934696,64.09578
Tumour,116,13382,13401,1593,1619,1,1,8.605898,7.964032,0,0,0,0,0,0,0.567969,0.562305,0,0,0.285269,0.278436,0,0,0,0,0,0,0,1.634274,1.629748,0,0,0.144921,0.119738,0,0,1.038269,32,1.07548,80.3701
Tumour,124,13553,13569,1608,1621,1,1,6.255454,5.623377,0,0,0.007404,0.00538,0,0,0.605904,0.624375,0,0,0.252008,0.256204,0,0,0.020933,0,0.014724,0,0,2.635566,2.565868,0,0,0.806579,0.826824,0,0,0.976262,13.157895,0.972976,34.802006
Tumour,131,13528,13542,1627,1643,1,1,10.676766,9.270053,0,0,0,0,0,0,0.62875,0.655011,0,0,0.331196,0.32185,0,0,0,0,0,0,0,1.883117,1.848095,0,0,0.212219,0.187774,0,0,1.018228,8.333334,1.179172,49.073334
Tumour,146,13525,13537,1652,1669,1,1,10.822046,9.910044,0,0,0,0,0,0,0.555078,0.581851,0,0,0.354624,0.345495,0,0,0,0,0.000321,0,0,2.334924,2.04826,0,0,0.834624,0.584769,0,0,0.887901,9.090909,0.889585,48.322212
Tumour,152,13364,13377,1662,1672,1,1,12.911541,11.811078,0,0,0,0,0,0,0.545144,0.604944,0,0,0.358118,0.356963,0,0,0,0,0.000166,0,0,2.380371,3.384772,0,0,0.564988,1.927514,1,1,1.37776,70,1.204377,21.281803
Tumour,167,13630,13648,1687,1698,1,1,5.814128,5.257312,0,0,0,0,0,0,0.619942,0.59387,0,0,0.393657,0.381265,0,0,0.015587,0,0.024684,0,0,2.676346,2.95172,0,0,0.876094,1.151946,0,0,0.9588,2.941176,0.88865,38.807995
Tumour,202,13788,13811,1744,1759,1,1,14.962452,12.310331,0,0,0,0,0,0,0.547412,0.602519,0,0,0.31999,0.313473,0,0,0.003369,0,0.001492,0,0,1.875357,3.018956,0,0,0.67327,1.715538,0,0,0.943299,1.886792,0.968664,60.089794
Tumour,218,13314,13334,1761,1776,1,1,21.765259,20.648922,0,0,0.019108,0.017293,0,0,0.619506,0.61087,0,0,0.345439,0.348291,0,0,0,0,0,0,0,4.143401,3.557656,0,0,2.642507,2.444308,0,0,0.928535,23.809525,0.80469,55.332687
Tumour,258,8664,8677,669,689,1,1,20.844591,19.016804,0,0,0.000933,0.000763,0,0,0.647371,0.641937,0,0,0.290726,0.299038,0,0,0,0,0,0,0,1.601999,1.549006,0,0,0.903621,1.074208,0,0,0.944309,2.439024,0.845845,56.584557
Tumour,286,8865,8888,704,723,1,1,9.315548,8.462014,0,0,0,0,0,0,0.595903,0.616428,0,0,0.30123,0.301027,0,0,0,0,0.00045,0,0,1.529598,1.829781,0,0,0.661012,0.846152,0,0,1.054226,16.27907,1.001947,70.60551
Tumour,295,8517,8535,715,734,1,1,15.884853,14.023437,0,0,0.008445,0.007148,0,0,0.609435,0.604245,0,0,0.538571,0.510736,0,0,0.177963,2.564103,0.077805,0,0,3.330375,4.691637,0,0,2.036948,3.818936,0,0,0.640571,0,0.637033,63.595036
Tumour,300,9033,9044,718,729,1,1,21.817526,17.898134,0,0,0.000244,0.000188,0,0,0.557251,0.657873,0,0,0.300383,0.276732,0,0,0,0,0,0,0,1.691591,3.689582,0,0,1.287625,3.752068,0,0,0.623315,0,0.792144,27.541157
Tumour,310,8874,8889,728,741,1,1,18.217228,15.574656,0,0,0,0,0,0,0.656635,0.707684,0,0,0.397656,0.391839,0,0,0,0,0,0,0,1.755364,2.293785,0,0,0.558049,1.280666,1,1,1.331606,46.153847,1.256323,42.81398
Tumour,313,8585,8612,737,753,1,1,10.578842,9.740322,0,0,0.020159,0.018115,0,0,0.554307,0.578145,0,0,0.194437,0.198086,0,0,0,0,0.001216,0,0,2.059189,2.025382,0,0,1.74076,1.646614,0,0,0.812182,0,0.832789,86.12871
Tumour,320,9009,9027,745,762,1,1,23.713066,20.699297,0,0,0,0.002519,0,0,0.604956,0.690539,0,0,0.245761,0.245935,0,0,0,0,0.000933,0,0,2.178713,2.98398,0,0,1.464056,2.601475,0,0,0.983931,13.636364,0.833117,59.589046
Tumour,326,8911,8926,753,765,1,1,24.605236,20.321735,0,0,0.045612,0.034209,0,0,0.567255,0.674583,0,0,0.343986,0.329614,0,0,0,0,0,0,0,1.484363,1.765399,0,0,0.274422,0.711391,1,1,1.52971,48.64865,1.806962,37.055374
Tumour,340,9139,9149,764,774,1,1,18.789707,14.087054,0,0,0,8.6e-05,0,0,0.383531,0.505001,0,0,0.401644,0.350114,0,0,0.010434,0,0.005372,0,0,1.543182,2.343227,0,0,0.854258,1.935718,0,0,0.490755,0,0.705052,24.78704
Tumour,348,8837,8861,774,795,1,1,18.369358,16.89572,0,0,0.001319,0.001138,0,0,0.567344,0.595708,0,0,0.318551,0.316287,0,0,0,0,0.000116,0,0,2.250448,2.521866,0,0,1.550572,2.192746,0,0,0.921945,13.461539,0.783879,94.8918
Tumour,364,9112,9126,787,801,1,1,17.275993,15.372756,0,0,0,0.002257,0,0,0.498326,0.588721,0,0,0.371497,0.356388,0,0,0.009799,0,0.004919,0,0,2.262972,2.337827,0,0,1.636796,1.743385,0,0,0.857688,0,0.948952,39.308743
Tumour,375,8858,8877,792,810,1,1,21.0625,18.674168,1,1,0.119692,0.095126,0,0,0.561686,0.650186,0,0,0.289237,0.279737,0,0,0,0,0,0,0,2.43633,3.604843,0,0,1.866478,3.687793,0,0,0.833597,14.893617,0.991707,57.335682
Tumour,397,8755,8771,807,824,1,1,5.070166,4.335532,0,0,1e-06,1e-06,0,0,0.533067,0.564222,0,0,0.208304,0.212425,0,0,0,0,0,0,0,1.450471,1.999492,0,0,0.66356,1.56854,0,0,0.749749,22.64151,0.856415,63.595036
Tumour,400,9011,9030,810,824,1,1,20.203133,18.103916,0,0,0.014035,0.011773,0,0,0.617785,0.647677,0,0,0.374412,0.375768,0,0,0,0,0,0,0,5.132471,5.594726,0,0,4.41293,5.807216,1,1,1.341475,67.64706,1.073956,52.828945
Tumour,428,8535,8558,826,844,1,1,17.718918,15.935028,1,1,0.127174,0.106221,0,0,0.535683,0.589367,0,0,0.393961,0.390185,0,0,0.044642,0,0.012963,0,0,2.769306,2.61404,0,0,2.296854,2.333828,0,0,0.694287,0,0.639442,72.35813
Tumour,446,8910,8929,836,854,1,1,21.151594,19.423174,0,0,0,9.6e-05,0,0,0.814846,0.906667,0,0,1.295368,1.203166,0,0,0.012617,0,0.005345,0,0,3.576746,4.570932,0,0,2.927775,4.033005,0,0,0.995458,16.363636,1.123873,72.10776
Tumour,450,9109,9118,841,857,1,1,24.380608,22.121408,0,0,0,0,0,0,0.573311,0.577729,0,0,0.420468,0.422253,0,0,0.002458,0,0.000513,0,0,2.578976,2.877656,0,0,2.051055,2.639041,0,0,0.731346,0,0.591635,39.559116
Tumour,459,8796,8817,847,872,1,1,16.677261,15.618113,0,0,0,0,0,0,0.580256,0.593915,0,0,0.446769,0.430368,0,0,0.095482,0,0.192057,0,0,1.908207,2.766577,0,0,0.805855,1.970371,0,0,0.737804,0,0.731923,92.38806
Tumour,477,8694,8716,857,870,1,1,19.597927,16.70499,0,0,0,0,0,0,0.64503,0.636641,0,0,0.524472,0.522761,0,0,0.529427,8.695652,0.307473,0,0,4.788529,4.498603,0,0,3.605806,3.816778,0,0,0.667818,4.347826,0.880553,58.086803
Tumour,522,8710,8728,893,914,1,1,18.199776,17.608555,0,0,0.020185,0.018697,0,0,1.574595,1.010614,0,0,0.366851,0.383048,0,0,0.486574,9.523809,0.111968,0,0,4.565688,3.455378,0,0,5.084646,3.836493,0,0,0.691479,0,0.614672,71.356636
Tumour,532,8546,8557,896,907,1,1,22.361368,20.29659,1,1,0.162639,0.133355,0,0,0.594188,0.65584,0,0,0.22637,0.23293,0,0,0,0,0,0,0,3.99959,3.372864,0,0,4.311977,3.955227,0,0,1.008903,23.076923,1.050411,28.793028
Tumour,538,9199,9210,901,908,1,1,13.518483,11.590281,0,0,0,0,0,0,0.501391,0.545495,0,0,0.211636,0.212301,0,0,0,0,0,0,0,1.682196,1.90696,0,0,0.496987,0.752707,0,0,0.708997,0,0.816052,16.27432
Tumour,573,8641,8665,925,953,1,1,14.787754,13.675018,0,0,0.00727,0.006401,0,0,0.552371,0.580735,0,0,0.264975,0.262662,0,0,0,0,0,0,0,3.055847,2.964013,0,0,2.639046,2.745954,0,0,0.747467,6.779661,0.677342,123.68483
Tumour,591,8540,8575,939,957,1,1,14.129945,13.084164,0,0,0.01606,0.014151,0,0,0.603391,0.628861,0,0,0.230364,0.226289,0,0,0,0,0,0,0,3.184819,3.272741,0,0,3.385172,3.270272,0,0,0.963106,21.875,0.890161,127.19007
Tumour,600,8729,8754,946,970,1,1,16.854414,15.171977,1,1,0.061746,0.054218,0,0,0.548505,0.601786,0,0,0.282319,0.266182,0,0,0,0,2.2e-05,0,0,3.001894,3.423971,0,0,2.804919,3.476698,0,0,0.700781,1.612903,0.684824,107.66088
Tumour,621,5853,5878,280,292,1,1,20.985973,17.497498,0,0,0.00182,0.00143,0,0,0.545768,0.637401,0,0,0.403092,0.392467,0,0,0.005357,0,0.001298,0,0,3.141351,4.669993,0,0,1.324697,3.173751,0,0,0.58731,0,0.723902,66.599525
Tumour,628,6074,6095,291,307,1,1,20.118153,18.017862,0,0,0,0.001345,0,0,0.740925,0.744236,0,0,0.575176,0.668021,0,0,0.248425,2.5,0.054719,1,1,11.523677,7.251019,1,1,10.179247,6.2045,0,0,0.767928,7.5,0.743989,65.59803
Tumour,629,5976,5988,294,305,1,1,19.390486,17.339794,0,0,0.003561,0.005562,1,1,2.173318,1.73815,0,0,1.024666,1.039042,0,0,0.690099,0,0.835377,0,0,5.490583,5.170755,1,1,11.949444,11.761697,0,0,0.843486,5.555556,0.866584,27.04041
Tumour,641,5959,5973,303,320,1,1,11.186698,9.955434,0,0,0.000113,9.5e-05,0,0,0.601137,0.547315,0,0,0.438836,0.438267,0,0,0.056638,0,0.010728,0,0,2.383747,2.277802,0,0,1.841927,1.525777,0,0,1.028544,8.571429,0.847794,54.08082
Tumour,708,5575,5583,363,378,1,1,15.71106,15.071066,0,0,0.012023,0.020051,0,0,0.62772,0.618671,0,0,0.351439,0.373207,0,0,0,0,0,0,0,2.418312,3.0613,0,0,1.036617,1.661881,0,0,0.853293,0,0.854565,27.541157
Tumour,712,5899,5912,364,377,1,1,26.579899,21.743982,0,0,0,0.004743,0,0,0.758943,0.874615,0,0,1.362044,1.316713,1,1,5.447952,84.84849,4.456509,1,1,7.272573,8.931664,1,1,7.645446,9.600442,1,1,1.455513,66.66667,1.571558,32.54864
Tumour,716,5532,5544,367,383,1,1,27.030474,23.387138,0,0,0.001025,0.000796,1,1,2.421755,2.559433,0,0,2.25164,2.223278,0,0,2.054196,43.589745,1.362924,1,1,8.066042,9.709322,1,1,33.66745,37.718353,1,1,1.542088,84.61539,1.620801,43.815475
Tumour,732,5443,5459,383,400,1,1,20.141203,17.201841,0,0,0,0,0,0,0.62732,0.647846,0,0,0.274091,0.277939,0,0,0.00613,0,0.003666,0,0,3.298346,3.586528,0,0,2.144794,2.756028,0,0,0.951083,0,0.850659,60.84092
Tumour,738,6031,6045,386,397,1,1,9.321346,8.142756,0,0,0,0,0,0,0.515615,0.511416,0,0,0.283925,0.281314,0,0,0,0,0,0,0,1.920981,1.763709,0,0,0.643742,0.519552,0,0,0.813506,2.941176,0.777204,34.802006
Tumour,741,5709,5727,390,408,1,1,13.993058,12.397735,0,0,8.7e-05,7.3e-05,0,0,0.516339,0.527395,0,0,0.329839,0.325415,0,0,0.000904,0,0.000474,0,0,2.534283,2.108507,0,0,0.895579,0.67646,0,0,0.863258,2.325581,0.93697,64.84691
Tumour,747,5475,5490,393,414,1,1,13.988142,12.058331,0,0,0,0,0,0,0.465947,0.511234,0,0,0.363869,0.360838,0,0,0.002208,0,0.004983,0,0,2.10118,2.080294,0,0,0.746283,0.698195,0,0,0.939824,29.411766,1.019357,67.10027
Tumour,748,5983,6004,393,406,1,1,12.595382,10.556493,0,0,0.019755,0.015355,0,0,0.557187,0.553248,0,0,0.433467,0.412508,0,0,0,0,0.000688,0,0,2.401314,2.491241,0,0,1.305463,1.704471,0,0,1.100302,27.659575,1.012746,52.828945
Tumour,759,5627,5637,410,426,1,1,21.189434,18.611134,0,0,0.000715,0.001009,0,0,0.504661,0.580414,0,0,0.77373,0.713391,0,0,0,0,0.003111,0,0,3.737334,4.240565,0,0,2.015522,2.841499,0,0,0.835152,0,0.713565,36.304253
Tumour,760,5427,5446,411,425,1,1,16.435064,14.634552,0,0,0,0,0,0,0.594096,0.603368,0,0,0.234858,0.236877,0,0,0,0,0,0,0,2.223839,2.472857,0,0,0.629411,1.476288,0,0,1.058978,9.375,0.844069,56.334183
Tumour,768,6004,6013,415,430,1,1,5.20772,4.421082,0,0,0,0,0,0,0.503129,0.541504,0,0,0.285857,0.283214,0,0,0,0,0,0,0,3.089333,3.267354,0,0,2.161888,2.294691,0,0,0.878354,16.666668,0.914839,25.287788
Tumour,791,5814,5825,443,464,1,1,22.042904,18.22707,0,0,1.8e-05,0.000339,0,0,0.554313,0.637871,0,0,1.063558,1.001691,1,1,2.818695,70,2.688039,0,0,5.059718,6.900285,0,0,3.945434,5.840369,0,0,0.994005,26,1.357218,52.57857
Tumour,838,5978,5997,494,508,1,1,12.925811,11.119339,0,0,0.027827,0.024341,0,0,0.575436,0.60888,0,0,0.442226,0.400512,0,0,0,0,0,0,0,5.00749,5.392969,0,0,3.865988,4.583282,0,0,0.856964,4.347826,0.80162,51.07633
Tumour,852,5407,5416,508,515,1,1,11.471254,9.84587,0,0,0,0,0,0,0.682767,0.652215,0,0,0.275665,0.281582,0,0,0.000517,0,0.007294,0,0,3.043057,2.931399,0,0,2.353017,2.343594,0,0,0.840506,0,0.805474,14.271327
Tumour,857,5945,5965,513,530,1,1,11.624258,10.415923,0,0,0.035759,0.031306,0,0,0.484169,0.505129,0,0,0.22279,0.221613,0,0,0,0,0,0,0,3.240164,3.09661,0,0,2.053614,2.116154,0,0,0.599859,0,0.615676,66.34915
Tumour,883,5972,5985,535,556,1,1,9.594622,8.904646,0,0,0.020856,0.0227,0,0,0.673122,0.632417,0,0,0.5064,0.517057,0,0,0.040471,0,0.201715,1,1,7.136975,6.679645,0,0,4.98805,5.010948,0,0,0.798127,0,0.812027,52.828945
Tumour,886,5445,5468,539,557,1,1,11.033475,10.139846,0,0,0.029401,0.026058,0,0,0.554523,0.609442,0,0,0.275674,0.270653,0,0,0,0,0,0,0,3.122924,4.631683,0,0,1.831724,3.460979,0,0,0.869083,7.692308,0.843413,85.878334
Tumour,898,5364,5388,551,566,1,1,12.80471,11.720911,0,0,0.041626,0.036094,0,0,0.657819,0.620601,0,0,0.299582,0.287332,0,0,0,0,0,0,0,6.205866,5.665525,0,0,5.123966,4.99834,0,0,0.851338,7.142858,0.752454,79.11823
Tumour,900,5774,5790,552,578,1,1,13.958819,12.136221,0,0,0,0.000329,0,0,0.655716,0.745723,0,0,0.784431,0.74863,0,0,1.057668,14.754099,1.17662,0,0,3.351688,4.701106,0,0,1.860279,3.060527,0,0,0.677594,8.196721,0.883663,78.36711
Tumour,904,5923,5931,554,565,1,1,11.047385,10.883915,1,1,0.051482,0.049621,0,0,0.6944,0.579521,0,0,0.310857,0.307456,0,0,0,0,0,0,0,5.856834,6.43211,0,0,4.867716,5.704318,0,0,0.66103,0,0.593181,20.781054
Tumour,917,5341,5353,568,578,1,1,11.07972,10.666517,0,0,0.043556,0.037537,0,0,0.651797,0.668013,0,0,0.270332,0.275248,0,0,0,0,0,0,0,6.708148,6.104834,1,1,6.740658,6.882838,0,0,0.830923,0,0.743869,25.037415
Tumour,954,5300,5329,594,620,1,1,19.104082,17.570103,1,1,0.090492,0.081937,0,0,0.653415,0.651356,0,0,0.328229,0.320971,0,0,0,0,0.000369,0,0,4.714621,3.92423,0,0,3.487644,2.902662,0,0,0.966527,20.289854,0.88193,125.938194
Tumour,976,5722,5744,616,635,1,1,18.496437,17.47397,1,1,0.212466,0.195658,0,0,0.613453,0.656787,0,0,0.454569,0.447976,0,0,0,0,0,0,0,6.004274,4.193533,0,0,4.739585,4.228842,0,0,0.870747,13.043478,0.871153,70.85588
Tumour,978,5672,5689,623,653,1,1,14.887799,13.54747,1,1,0.07745,0.068205,0,0,0.550524,0.567211,0,0,0.406014,0.397147,0,0,0,0,0,0,0,4.955144,5.16182,0,0,4.078697,5.153361,0,0,0.896033,13.207547,0.731017,111.16612
Tumour,1028,6585,6596,290,301,1,1,17.25321,14.303615,0,0,0.020844,0.024387,0,0,0.526532,0.566278,0,0,0.375511,0.365605,0,0,0.012047,0,0.003647,0,0,3.277314,4.543506,0,0,1.739645,2.865634,0,0,0.836232,3.030303,0.86038,27.290783
